"rank","word","pronunciation","pos","cn","en"
"2663","bite","/baɪt/","verb","咬","to press down on or cut into something with the teeth"
"2664","printer","/ˈprɪn.tər/","noun","打印机","machine that makes copies of papers and documents"
"2665","firstly","/ˈfɜrst.li/","adv","首先；第一","before anything else"
"2666","anxious","/ˈæŋk.ʃəs/","adj","焦虑的；担忧的","afraid of what may happen; worried and nervous"
"2667","adventure","/ædˈvɛn.tʃər/","noun","冒险","an exciting and often dangerous experience"
"2668","fence","/fɛns/","noun","栅栏","a wooden or metal structure that separates an area"
"2669","exhaust","/ɪɡˈzɑst/","verb","耗尽","to use all of something such as energy, resources, or possibilities; to make someone very, very tired"
"2670","attraction","/əˈtræk.ʃən/","noun","景点","interesting place people want to visit"
"2671","ocean","/ˈoʊ.ʃən/","noun","海洋","large body of salt water that covers most of the surface of the earth"
"2672","quietly","/ˈkwaɪ.ɪt.li/","adv","悄悄地","making little sound"
"2673","castle","/ˈkæ.səl/","noun","城堡","a strong building used in the past to protect people in times of war"
"2674","veteran","/ˈvɛt.ər.ən/","noun","富有经验的人","experienced through long service or practice"
"2675","reflection","/rɪˈflɛk.ʃən/","noun","反射","image that you see in a mirror, glass, or water"
"2676","nerve","/nɜrv/","noun","神经","long thin cells in the body that makes feeling and movement possible"
"2677","determination","/dɪˌtɜr.məˈneɪ.ʃən/","noun","决心","will to achieve a goal despite difficulties"
"2678","altogether","/ˈɔl.təˌgɛð.ər/","adv","总共","completely and fully"
"2679","fiction","/ˈfɪk.ʃən/","noun","小说","book or story including ideas, people, and events that are not real"
"2680","carpet","/ˈkɑr.pɪt/","noun","地毯","colored floor covering made of wool or other material"
"2681","cluster","/ˈklʌs.tər/","verb","群聚","to come together to form a group of people, animals, or things"
"2682","confusion","/kənˈfju.ʒən/","noun","困惑","not knowing what to do"
"2683","hurry","/ˈhʌr.i/","verb","赶快","to move quickly"
"2684","logic","/ˈlɑdʒ.ɪk/","noun","思维方式","a way of thinking by using facts and reasoning"
"2685","controversial","/ˌkɑn.trəˈvɜr.ʃəl/","adj","有争议的","causing a great deal of argument, discussion, or conflict"
"2686","raw","/rɔ/","adj","未经加工的","uncooked"
"2687","grammar","/ˈgræm.ər/","noun","语法","rules that explain how words are used in a language"
"2688","revise","/rɪˈvaɪz/","verb","修改","to make changes to improve something"
"2689","hint","/hɪnt/","noun","暗示","information that helps you understand or do something more easily"
"2690","hook","/hʊk/","noun","钩子","curved or bent tool"
"2691","bell","/bɛl/","noun","铃","a hollow metal object shaped like a cup that rings when it is hit"
"2692","liquid","/ˈlɪk.wɪd/","noun","液体","basic state of things that is similar to water; not solid or gas"
"2693","panic","/ˈpæn.ɪk/","noun","恐慌","overwhelming feeling of fear and anxiety"
"2694","uncle","/ˈʌŋ.kəl/","noun","叔伯父；舅父；姑父；姨父","brother of your father or mother or the husband of your aunt"
"2695","rice","/raɪs/","noun","大米","white or brown grains from a plant used for food"
"2696","slope","/sloʊp/","noun","斜坡","an area of land that is higher on one side than the other"
"2697","happiness","/ˈhæp.i.nɪs/","noun","幸福","state of feeling pleased; feeling of satisfaction"
"2698","genuine","/ˈdʒɛn.ju.ɪn/","adj","真正的","being real, actual, and not false"
"2699","vessel","/ˈvɛs.əl/","noun","容器，器皿","pot, container"
"2700","verb","/vɜrb/","noun","动词","word that expresses an action or state"
"2701","reckon","/ˈrɛk.ən/","verb","估计","to believe that something is true or possible; to calculate or guess"
"2702","silly","/ˈsɪl.i/","adv","愚蠢的","lacking seriousness or foolish"
"2703","transportation","/ˌtræns.pərˈteɪ.ʃən/","noun","运输","act, system, or business of moving people or goods from one place to another"
"2704","harbor","/ˈhɑr.bər/","noun","港口","area of water protected by land and used by ships"
"2705","comedy","/ˈkɑm.ə.di/","noun","喜剧","light or funny play or film, usually with a happy ending"
"2706","chase","/tʃeɪs/","verb","追赶","to follow and try to catch someone or something"
"2707","storage","/ˈstɔr.ɪdʒ/","noun","仓库","a safe place to keep something until it is needed"
"2708","universe","/ˈju.nəˌvɜrs/","noun","宇宙","all of space and everything in it"
"2709","horrible","/ˈhɔr.ə.bəl/","adj","可怕的","very unpleasant"
"2710","sheep","/ʃip/","noun","羊","farm animal kept for meat and wool"
"2711","lover","/ˈlʌv.ər/","noun","情人","a person who likes someone or something very strongly"
"2712","rat","/ræt/","noun","老鼠","an animal that looks like a large mouse"
"2713","portrait","/ˈpɔr.trɪt/","noun","肖像","painting, drawing, or photograph of a person's head and shoulders"
"2714","innocent","/ˈɪn.ə.sənt/","adj","无辜的","not having done anything wrong or bad"
"2715","substitute","/ˈsʌb.stɪˌtut/","noun","替代者","person or thing that takes the place of something"
"2716","supplement","/ˈsʌp.lə.mənt/","noun","补充","something added to another thing to make it better"
"2717","adjustment","/əˈdʒʌst.mənt/","noun","调整","a small change to make something function better"
"2718","reasonably","/ˈri.zən.ə.bli/","adv","合理的","in a fair and just manner"
"2719","filter","/ˈfɪl.tər/","noun","过滤器","device to remove unwanted substances from a liquid or gas"
"2720","flexible","/ˈflɛk.sə.bəl/","adj","灵活的；易弯曲的","capable of being easily bent or changed without breaking"
"2721","abstract","/ˈæb.strækt/","adj","抽象的","concerning something that doesn't exist physically"
"2722","tent","/tɛnt/","noun","帐篷","portable cloth shelter used outdoors"
"2723","precise","/prɪˈsaɪs/","adj","准确的；细致的","very accurate and exact expression or detail"
"2724","distant","/ˈdɪs.tənt/","adj","遥远的","existing or happening far away in space"
"2725","stranger","/ˈstreɪn.dʒər/","noun","陌生人","someone you do not know"
"2726","shade","/ʃeɪd/","noun","阴影","area of darkness where something stops the light"
"2727","grain","/greɪn/","noun","粮食","seeds of plants used for food"
"2728","situate","/ˈsɪtʃ.uˌeɪt/","verb","使处于","to place someone or something in a particular place or position"
"2729","summarize","/ˈsʌm.əˌraɪz/","verb","作总结","to state the main or most important ideas of something"
"2730","leap","/lip/","verb","跳跃","to move forwards often in big steps"
"2731","snap","/snæp/","verb","折断","to break something long and thin"
"2732","probability","/ˌprɑb.əˈbɪl.ɪ.ti/","noun","可能性","what the chances are that something will happen"
"2733","leather","/ˈlɛð.ər/","noun","皮革","a material made from the skin of an animal"
"2734","uncertainty","/ʌnˈsɜr.tn.ti/","noun","不确定","feeling that you don't really know what will happen"
"2735","swear","/swɛər/","verb","发誓","to make a serious promise to do something"
"2736","refugee","/ˌrɛf.jʊˈdʒi/","noun","难民","a person who ran away from his or her country because of war"
"2737","shore","/ʃɔr/","noun","岸","land along the edge of an area of water"
"2738","monthly","/ˈmʌnθ.li/","adv","每月地","occurring twelve times a year"
"2739","comprise","/kəmˈpraɪz/","verb","包含；由...组成","to make up or form something"
"2740","stir","/stɜr/","verb","搅拌","to mix something by making circular movements in it with a tool"
"2741","excitement","/ɪkˈsaɪt.mənt/","noun","激动；兴奋","when people feel very happy and enthusiastic"
"2742","sigh","/saɪ/","verb","叹气","to breathe out in a way to show boredom or disappointment"
"2743","pregnancy","/ˈprɛg.nən.si/","noun","怀孕","time when a female is going to have a baby"
"2744","experimental","/ɪkˌspɛr.əˈmɛn.təl/","adj","饰演的","using techniques that are different or untried before"
"2745","institutional","/ˌɪn.stɪˈtu.ʃən.əl/","adj","机构的","concerning a large organization such as a hospital or university"
"2746","slice","/slaɪs/","noun","薄片","a flat piece of food that has been cut from a bigger piece"
"2747","wander","/ˈwɑn.dər/","verb","漫步","to move around without purpose"
"2748","empire","/ˈɛm.paɪər/","noun","帝国","group of countries controlled by one government"
"2749","subsequently","/ˈsʌb.sɪ.kwənt.li/","adv","随后","after something else has happened"
"2750","gentle","/ˈdʒɛn.təl/","adj","温和的；温柔的","kind and quiet in nature; not harsh or violent"
"2751","attendance","/əˈtɛn.dəns/","noun","出席","state of being present at a place or event"
"2752","ownership","/ˈoʊ.nərˌʃɪp/","noun","所有权","legal right to have something belong to you"
"2753","qualification","/ˌkwɑl.ə.fɪˈkeɪ.ʃən/","noun","资质","official record proving a certain standard or level"
"2754","suspend","/səˈspɛnd/","verb","暂缓；中止","to stop something for a period of time; to interrupt"
"2755","functional","/ˈfʌŋk.ʃə.nəl/","adj","实用的；功能的","useful; not just for decoration"
"2756","voluntary","/ˈvɑl.ənˌtɛr.i/","adj","自发的；自愿的","done or given by their own will and not forced to do"
"2757","pale","/peɪl/","adj","苍白的","light in color"
"2758","stain","/steɪn/","verb","沾污","to mark or change the color of something so it looks dirty"
"2759","athlete","/ˈæθ.lit/","noun","运动员","person trained to compete in sports"
"2760","organic","/ɔrˈgæn.ɪk/","adj","有机的","concerning food made with few or no chemicals"
"2761","tongue","/tʌŋ/","noun","舌头","part of the mouth that tastes food and is used for speaking"
"2762","server","/ˈsɜr.vər/","noun","侍者；服务器","a person or thing that brings things to you when asked to"
"2763","structural","/ˈstrʌk.tʃər.əl/","adj","结构的；建筑的","related to the way something is built or organized"
"2764","website","/ˈwɛbˌsaɪt/","noun","网站","a set of internet pages that give information about a particular person or organization"
"2765","fool","/ful/","noun","傻子","a stupid or silly person"
"2766","alongside","/əˈlɔŋˈsaɪd/","prep","沿着","side by side with something"
"2767","unite","/juˈnaɪt/","verb","团结","to join or come together as one"
"2768","gently","/ˈdʒɛnt.li/","adv","轻轻地；柔和地；温柔地","in a mild, careful, and soft manner"
"2769","compute","/kəmˈpjut/","verb","计算","to find out by calculating or estimating"
"2770","wipe","/waɪp/","verb","擦拭","to clean or dry something with a cloth"
"2771","weird","/wɪərd/","adj","奇怪的","odd or unusual"
"2772","gaze","/geɪz/","noun","凝视","a long continuous look at someone or something"
"2773","fade","/feɪd/","verb","褪色","to lose strength or freshness"
"2774","cough","/kɑf/","verb","咳嗽","to force air through your throat with a short, loud noise"
"2775","hypothesis","/haɪˈpɑθ.ə.sɪs/","noun","假设","idea that leads to further study or discussion"
"2776","royal","/ˈrɔɪ.əl/","adj","皇家的","concerning a king or queen"
"2777","theoretical","/ˌθi.əˈrɛt.ɪ.kəl/","adj","理论上的","involving the uncertain or yet to be proved parts of a particular subject"
"2778","curtain","/ˈkɜr.tən/","noun","窗帘","piece of cloth used to cover a window"
"2779","mayor","/ˈmeɪ.ər/","noun","市长","head of a city's government"
"2780","darkness","/ˈdɑrk.nɪs/","noun","黑暗","quality of no or little light"
"2781","aunt","/ɑnt/","noun","婶母；伯母；姑妈；姨妈，舅妈","sister of your father or mother or the wife of your uncle"
"2782","tournament","/ˈtʊər.nə.mənt/","noun","锦标赛","a competition made up of a series of games between many competitors"
"2783","registration","/ˌrɛdʒ.əˈstreɪ.ʃən/","noun","登记；注册","act of recording information on an official list"
"2784","fragment","/ˈfræg.mənt/","noun","碎片","part that is broken off of something"
"2785","listener","/ˈlɪs.ə.nər/","noun","听着","someone who pays attention to what is said"
"2786","immigration","/ˌɪm.ɪˈgreɪ.ʃən/","noun","移民","the act of moving from one country to another for good"
